id,title,reviews,goodness_enc
57212,War Horse,"['A too long story of a horse in times of WW I and its relationship with a young brit and some other characters in the way.\r\n\r\nToo childish but another family movie from Spielberg in the tradition of E.T. and the like.', 'I absolutely understand why _War Horse_ got the highbrow attention that it did, but I did not find it satisfying on a personal level.\r\n\r\nFinal rating:★★ - Definitely not for me, but I sort of get the appeal.']",1
57214,Project X,"['Another legacy from The Hangover and Superbad that goes bigger, even crazier. It is an epic party ever indeed!.']",1
57431,The Sitter,[],0
57612,Dolphins and Whales: Tribes of the Ocean,[],0
57800,Ice Age: Continental Drift,[],1
57825,Bride & Prejudice,[],0
57876,Area 51,[],0
57943,The Love Letter,[],0
58048,Shanghai Surprise,[],0
58051,Housefull,[],0
58151,Fright Night,"['Quite a decent teen horror movie. Maybe it lacks some jokes and the story, as always, is quite stereotypical, but the formula works well.\r\n\r\nYelchin, Farrel, Tennant and Poots make a good team.', 'I have to admit that I have not seen the original but from this version of Fright Night I must say that I do not understand all the fuss and why it has become somewhat of a cult classic. I give 6 stars out of 10 and that is quite frankly just barely. If someone had told me that this was a high-budget TV-movie I would not have been very surprised. Maybe it felt more fresh in 1985 when the original came out.\n\nThe first part of the movie is actually a bit boring. However, after the vampire finally reveals himself so that Charlie’s girlfriend and mother starts to believe him things starts to pick up pace a bit. Unfortunately a lot of the movie is still somewhat mediocre. There are the usual frustrating moments, which Hollywood seems to believe must be in every movie, where Charlie just stupidly stands and stares wasting time, drops his weapon etc. etc.\n\nThe special effects are okayish but never great. The “vampire hunter” Peter Vincent is just a jerk most of the time until the very end when he shapes up a bit.\n\nIt is a decent enough evening diversion but as I wrote, as far as I am concerned, it gets an “okay” but just barely.']",0
58224,Mr. Popper's Penguins,[],0
58233,Johnny English Reborn,"['Some unaccuracys: He goes to Honk Kong and ends up in Macau.. Mozambique President making a speech in english for is people?!', '_Johnny English Reborn_ takes what we got from the first film and then firmly places an even better cast into an even worse movie.\r\n\r\n_Final rating: ★½: - Boring/disappointing. Avoid if possible._']",0
58428,The Innkeepers,[],0
58431,Pride and Prejudice and Zombies,"['One thing is for certain: no one can accuse director Burr Steers’s off-kilter version of novelist Jane Austen’s lyrical literary landscape **Pride and Prejudice** as being deemed solely melancholy and manipulative. The challenge of presenting a sophisticated and sudsy exposition while incorporating the ghoulish gimmicky of zombies to elevate the surrealism and cynicism of the British-based costume drama is an ambitious taking to say the least. Thankfully, Steers delivers a halfway decent piercing period piece that accentuates both the elegance and eeriness of Austen’s blossomed universe of early 19th century English femininity dripping with refined defiance and desire. Hence, Steers’s somewhat choppy but inspired **Pride and Prejudice and Zombies** provides an imaginative and slightly insane spin on the austere exuberance of Austen’s classic romancer highlighted with the butt-kicking antics of the bombastic Bennett sisters.\r\n\r\nThere is no doubt that movie and television audiences throughout the years have been subjected to the omnipresence of the Jane Austen Experience through countless interpretations of her treasured **Pride and Prejudice** artistic works. For the most part, the radiance of Pride and Prejudice has always maintained its ravishing romanticism in the various incarnations showcased. However, Steers looks to promote a bloody-thirsty blueprint and enhance the urgent sense of Austen’s femme fatale movement–in this case unite the Bennett brood and arm them with the alertness of sinister-made sisterhood. Instinctively, the premise for **Pride and Prejudice and Zombies** gives off a bizarre but refreshing vibe when distributing its wacky brand of subversive feminine liberation.\r\n\r\nAusten heroine Elizabeth Bennett has always been possessed in her personalized convictions especially when it came to love and stability. Nevertheless, **Zombies’** Liz (Lily James) has a mission in mind that does not necessarily involve finding that ideal suitor of choice. In this case, Elizabeth and her sisters Jane, Mary, Kitty and Lydia (Bella Heathcoate, Mille Brasy, Suki Waterhouse and Ellie Bamber) are the sisterly slayers trained to eradicate the unwanted walking dead. The Bennett beauties, all skilled at exceptional swordplay courtesy of intensified training in China, are looked down upon within their elite social circles. Furthermore, the concern over the feisty Elizabeth and her siblings finding their soulmates rests on the shoulders of their worrisome parents Mr. and Mrs. Bennett (Charles Dance and Sally Phillips). What is to become of the vast Bennett estate should their offspring not find the eligible companions to continue the bloodline? The question remains: will the bashing Bennett babes go down in family history as courageous zombie huntresses  or suffer the societal humiliation as available spinsters untouched?\r\n\r\nElizabeth’s preference is to be vigilant in her quest to zap out the zombie presence whenever possible as opposed to obsessing over whether she will hook the grand love of her life. Still, the very idea of meeting Colonel Darcy (Sam Riley) at one of the festive balls may have at least humbled the combative Elizabeth a bit and had her entertain the notion of embracing a romantic feeling. Unfortunately duty calls and the agenda for terminating the pesky zombies as they invade the region is the top priority for Bennett brigade.\r\n\r\nActually, **Pride and Prejudice and Zombies** is a frenetic fable that solidly works because it is able to competently marry two ubiquitous genres–zombie B-movies with prim and proper Austen period piece adaptations–and come up with a quirky and contentious commentary on female-oriented resistance and rage. Steers rips into the convention of womanhood wonderment with a horror flick romancer that has its sheer of nuanced nerve and chilly-minded charm. The gory shenanigans and showy execution of Zombies’  cinematic makeup from Remy Adefarasin’s luscious cinematography to David Warren’s production design and Julian Day’s costume designs all mesh with noted symmetry. The balance of wit, suspense, terror and tirade as the Bennett bunch and their suitors engage in swagger as they eliminate the detestable zombies feels delectable in manufactured naughtiness.\r\n\r\nThe performances are steady and give substance to the welcomed wackiness that uncannily defines this effectively compelling but twisted treat to Austen’s pretty protagonists dressed up in gorgeous gowns that conceal their blood-laced daggers. As the lead Bennett sister, James is rather engrossing as the impulsive sword-swinging sass as her unique spin on Austen’s curly-haired creation is as credible and creative as say Keira Knightley’s stamp on the Elizabeth Bennett role.  Although rollicking in a zombie B-movie without relying too much on the crutch of high stakes camp, James and her supporting players are quite poised to go with the flow based on what the unpredictable material hands them.\r\n\r\nThe bottom line is that **Pride and Prejudice and Zombies** is a serviceable spectacle that dares to weave a Victorian-cultured social class romance yarn with an undead creepfest while finding a common ground in the hidden psyche of the young woman’s destined determination for self-discovery. Perhaps introducing the less literate crowd to Jane Austen’s brand of high class sensibilities through the battling Bennetts during the onslaught of an English countryside zombie invasion would make other future **Pride and Prejudice** installments feel more renewed and receptive.\r\n\r\n**Pride and Prejudice and Zombies** (2016)\r\n\r\n1 hr, 49 mins.\r\n\r\nStarring: Lily James, Sam Riley, Jack Huston, Bella Heathcoate, Douglas Booth, Matt Smith, Charles Dance, Sally Phillips, Suki Waterhouse, Ellie Bamber, Millie Brady\r\n\r\nDirected by: Burr Steers\r\n\r\nMPAA Rating: PG-13\r\n\r\nGenre: Horror and Fantasy’Romance and Suspense\r\n\r\nCritic’s rating: ** 1/2 stars (out of 4 stars)\r\n\r\n(c) Frank Ochieng 2016', 'Better than it had any right being, but still not very good.\r\n\r\n_Final rating:★★ - Had some things that appeal to me, but a poor finished product._', ""**From loathing to romance and zombie hunting!**\r\n\r\nI did not know there was a parody novel of Jane Austen's 200 years old classic. This was based on that, a multi-starrer film, but the lack of star value let down the film. This is the film with a familiar plot, in addition to that zombies were there, but that was not enough. The big names from the cast would have pulled the film out of the box office disaster if it had one or two. But still I think this film was okay, an acceptable with awesome production and performances.\r\n\r\nIt ended like there will be a sequel, but now I don't think there's going to be one. The story was kind of predictable. Well, I did predict, particularly the character Wickham. Though I was more curious about the Zombies, like how it was going to be used in the narration. I must say, they were excellent. I mean they were not given any big preference, but theirs part indeed helped to build a nice plot. Pretty well composed stunts. I mean carefully, without strong blood and gore, so they got PG13 and warning for the violences.\r\n\r\nI think the film critics overreacted like usual. They're like the sheep herds, they follow one another and given verdict for this as a bad flick. But as a film fanatic, I don't think it is worth neglecting, especially if you are a fan of the original story. In the todays world, the critics are a bunch of circus clowns. So I hope you make a right choice on this, not because of me or the critics, if you haven't seen it yet.\r\n\r\n_6.5/10_""]",0
58492,The Greatest Movie Ever Sold,[],0
58574,Sherlock Holmes: A Game of Shadows,"['As a general adventure and action movie I would consider this as a decent, even good, movie. As a Sherlock Holmes movie…not so much. Unfortunately, watching this movie confirms my suspicions. This is a Hollywood version of Sherlock Holmes. No style, no finesse. A Sherlock Holmes movie should not be a Hollywood action rollercoaster. It should be intelligent, stylish, witty perhaps involving detective work and, above all, British. It didn’t help that they enrolled Stephen Frey. This film is just not right.\r\n\r\nI really cannot stand the hostility between Sherlock Holmes and Doctor Watson. There no justification for it in the works of Sir Arthur Conan Doyle. The slow motion scenes are nothing but annoying. The lame jokes are out of place in a Sherlock Holmes movie.\r\n\r\nIt gets a 5 out of 10 just because it’s actually a decent movie…if you can forget that they claim it to be a Sherlock Holmes one.']",1
58595,Snow White and the Huntsman,"['This is not the fairy tale from Walt Disney that we have become used to but a rather more mature dark and sinister movie. I have to say that I enjoyed this movie.\r\n\r\nDespite that a lot of the world is much darker and filled of despair in this movie the photography is nice and the film is beautiful to watch. The film focuses a lot more on the huntsman than previous Snow White movies that I have seen and I think this is also the first one that I have seen where snow white mounts up in full battle armor. I think it worked quite well.\r\n\r\nThere is quite a few special effects in the movie but not enough to overdo it and they are reasonably well done as far as I am concerned. As I mentioned earlier the plot is somewhat different although it follows the general lines of the original story. It is still a fairly simple adventure/action plot but it holds together well enough.\r\n\r\nThe dwarfs are present of course and, although the film takes much more serious take to the Snow White story, they still give you a laugh or two. There are a couple of scenes which more or less seemed to be fillers with not that much to add to the story but they did not really disturb the flow of the movie either.\r\n\r\nWhen the credits started to roll I was quite satisfied with my movie evening.', ""Ever since I saw the first photographs of Snow White and the Huntsman surface on IMDb about a year ago, I've been extremely excited to see this film. And over the past few weeks, that excitement only built op more and more to the point where almost no film can meet such high expectations. See, I have always loved the fairy tale of Snow White and the evil queen, but never before had anyone attempted to make it into what I believe it was always meant to be: a Gothic tale of fantasy and horror, rather than a sweet night time story. And now, with a much promising trailer, it appeared that Rupert Sanders had fulfilled my wish. And even though he has claimed quite some artistic license story wise, the end very much justifies the means. Snow White and the Huntsman is a film worth watching.\r\n\r\nLiterally everything I ever imagined about this classic story is there. The Dark Forest is actually Dark. It's creepy and spooky in the best kind of nightmarish way. Funnily enough, throughout the film there were some analogies with the classic Disney film. For instance, in the Dark Forest, the tree branches move autonomously towards whoever dare enter their territory, grasping around like freakish clawing fingers. The mushrooms spew poisonous fumes when you touch them. And the hills literally have eyes... The Evil Queen's castle is every goth kids' dream house. And the dwarfs are rugged, mean little men. Graphically, there's simply nothing not to love.\r\n\r\nHowever, without the key elements perfectly worked out, the pretty pictures alone wouldn't have made this film work. Let me start with the leading lady. I don't know why Kristen Stewart is getting so much hate, honestly. Not only is she a very talented young actress, she is the perfect Snow White. I can't imagine anyone doing a better job with this than her. She doesn't just have the right look (pretty face, pale skin and raven dark hair), she also has the right attitude to play Snow White the way her character was written: smart, daring and independent. This is no damsel in distress, this is a girl ready to kick some ass and get revenge. She just needs a little help from her friends. First and foremost friend on the list is Eric, the Huntsman. He is initially hired (or rather, commanded) by the Evil Queen, to hunt down Snow White. However, when he finds out that he has been deceived, he turns on the Queen and decides to help her instead. This character is played by Chris Hemsworth, and he is perfectly cast. He is all the Huntsman needs to be; rugged but charming, complete with a husky Scottish twang. Lastly, there is Snow White's childhood friend William, played by Sam Claflin, who sets out on his own personal mission to help her.\r\n\r\nOf course, the tale of Snow White would not have been complete without the notorious 7 (or 8, in this case) dwarfs. It seems the casting director pulled open a can of Britain's finest for this occasion. Bob Hoskins, Ian McShane, Eddie Marsan, Ray Winstone, just to name a few. These characters are a delight to watch and also bring some much needed comic relief to the story, without actually turning it into a comedy (which is a good thing).\r\n\r\nAnd then there's the Evil Queen, Ravenna, played by Charlize Theron. Ms Theron is a great actress, and I was really looking forward to her playing this purely evil character. And as such, the Queen was everything I had hoped for; a heartless, sadistic beauty who relies on dark magic to remain forever young and beautiful, sacrificing whosoever crosses her path for this purpose. Though strangely, viewed solely as a performance, I caught Charlize doing something I had never expected from her: she overacted. Personally I feel that her performance would have actually been much more intense had she decided not to spend half her screen time screaming at the top of her lungs, but rather just some of it, carefully dosed. However, Ms Theron has garnered a more than sufficient amount of brownie points in my book, so I'll just chalk it up to excitement. It's obvious she had a lot of fun playing this character, so she's easily forgiven. Besides, physically she fit the role perfectly and I still really enjoyed watching her.\r\n\r\nVisually, Snow White and the Huntsman is truly stunning. The CGI is top-notch, especially the Mirror is quite awesome. It transforms into a human-shaped mass of liquid gold in order to speak, and it's one of the best visual surprises in the film. The Dark Forest is the closest thing I've ever experienced to an acid trip, and all the fantasy creatures are really cool (my favourite was the angry forest troll!).\r\n\r\nI don't need to tell you about the story, we all know how it goes (although I've never seen Snow White in a harness before...), so there's no really big surprise anywhere, and of course you get the happy ending (trust me, that's not a spoiler). Still, it's the way this story is told here, that makes it a very exciting ride. There's only one point of critique I have, and that's the pacing. They really could have kicked it up a notch here and there.\r\n\r\nI think, in the end, Snow White and the Huntsman actually did live up to my expectations, and that's quite an accomplishment, considering how high they were. Anyway, I thoroughly enjoyed this film and I highly recommend it if you're in the mood for Snow White: The Gothic Version. Beautiful, awesome, cool!\r\n_(June 2012)_""]",1
58626,The Hit List,[],0
58680,Woo,[],0
58882,Snow Flower and the Secret Fan,[],0
59108,Tower Heist,"[""A fabulous movie.\r\nI know some would say it's stupid and empty of any sense. I say: I don't care I liked it very much and I've watched it seven times. It must be seen.""]",0
59436,Midnight in Paris,"['Really nice movie, done with a great delicacy.\r\n\r\nWorth watching to get in love with Paris but it is also a great story of self knowledge and evolution.']",1
59440,Warrior,"['Edgerton, Morrison and Hardy are good but Nolte is just spectacular.\r\n\r\nOther than that, the movie is really fun but the story is nothing new and the ending is not even working.', ""The story isn't particularly new, but the writing and the actors do a REALLY convincing job of making you believe in the characters struggles. Don't expect the movie to deliver on the many promises it makes though, they cut the last 10 minutes of film too early. That's my biggest gripe with it and why I wouldn't give this a higher rating.""]",1
59457,Womb,[],0
59678,Attack the Block,"['It’s raining Gollums!\r\n\r\nAttack the Block is written and directed by Joe Cornish. It stars Jodie Whittaker, John Boyega, Alex Esmail, Jumayn Hunter, Luke Treadaway and Nick Frost. Music is by Basement Jaxx and Steven Price and cinematography by Tom Townend.\r\n\r\nWhen a South London tower block comes under attack from aliens, a young gang of lads and the nurse they just mugged have to band together to fight back.\r\nIn Britain we was wondering just when Joe Cornish was going to turn his hand to directing a feature film, here for his debut he tackled a sci-fiction action comedy with a wry bit of social commentary thrown in for good measure – it was worth the wait.\r\n\r\nWith one Edgar Wright hovering about in the producers lounge and Nick Frost on hand as a reassuringly adult comedic presence, it could be argued that Attack the Block has joined the Wright/Pegg production line. Yet when you break it down this does in fact homage a myriad of siege invasion films, but still it becomes very much its own animal.\r\n\r\nCornish dangerously structures his film by introducing us to a young gang of kids who think nothing of mugging a single defenceless woman – with a knife. With the group spouting their turf speak (some none British views may struggle initially with the dialogue), they are not a bunch of youngsters one can easily get on side with. In fact to dislike them in an instant is wholly justifiable and understandable, so much so that once the aliens arrive it’s a human reaction to root for them to rid us of these troublesome youths. So yes, dangerous by Cornish, yet astute as it happens.\r\n\r\nAs the pic progresses and we spend time with the gang, we start to understand their way of life, their part in a tough society. It’s during this key phase that Cornish brings in another structure, that of the victim and the perpetrators having to band together to fight an enemy, surely he isn’t going to make heroes out of this gang of youthful miscreants? So once this scene is set, and the aliens start to unleash toothsome hell on this part of South London, it’s battle royale time. The blood and jokes seamlessly flow together, the score booms and other characters are introduced, some either for a lighter angle – others to annoy us and maybe be set up for alien gnasher fodder?\r\n\r\nThe aliens themselves are a splendid creation, a new addition to an overstocked market. One of the youngsters calls them gorilla wolf things, that’s about right, they be jet black with spiky hair and bio luminescent jaws and claws, they move on all fours. And then it’s the last part of Cornish’s clever structure plan, for as we are given a reason why the aliens are after this particular group, so does characters transformations offer a prudent point. There is hope unbound, not just for people in movie, but for societies fractured by the way of the life afforded them. While the lesson here of people taking responsibility for their actions, to right their wrongs, is written loud and proud.\r\n\r\nSmart and fresh performances  across the board, led by the wonderful Whittaker and a star making turn from Boyega, close out the deal. Attack the Block is a genre spilcer of a picture that brings something new to the table it sits at. Trust Bruv!   8/10']",0
59728,The 5th Quarter,"[""The Ultimate Movie Review! - http://tss5078.blogspot.com - @tss5078 - February 13, 2006, was a normal winter's day in a small suburb of Atlanta. Luke Abbate, a 15 year old High School Lacrosse star, accepts a ride home from a teammate. On the way the new driver decides to show off his driving skills by flying down the street at 90 MPH, when he loses control of the car. The car flies about 70 feet, injuring all the passengers and killing young Luke. It's a nightmare story that all families fear, when their kids start driving, the only difference about Luke's story is that it really happened. The 5th Quarter is a film dedicated to Luke's memory and tells the story of his family in the wake of such tragedy. As the film plays out, it starts to lean away from tragedy and toward triumph, the triumph of the 2006 Wake Forrest Championship Football team. There captain was John Abbate, Luke's brother. The team was supposed to finish dead last, but wound up having a miracle season. It is a story that was so well done, that it couldn't have been anything but a true story. I don't think any writer could have thought of a story like this. Ryan Merriman stars, once again in a sports drama, and of all his performances that I've seen, this had to be the strongest. Not only does he show tremendous athletic ability, but he takes the audience of a roller-coaster ride of emotion. Merriman was so good, that he even had a cold hearted cynic like myself, tearing up. Aidan Quinn and Andie McDowell play the matriarchs of the Abbate family, giving outstanding performances. They made the audience see and feel just what it was like for the Abbate family. Most films are meant to entertain, but the 5th Quarter does more than entertain, it tells a very important story and actually makes you feel something for the tragedies and hardships of other people. I was expecting to see a sports movies, instead I saw something that really made me think. Only the best the big screen has to offer can make you both think and feel for the characters.""]",0
59859,Kick-Ass 2,"['Looks good', '*** This review contains MAJOR spoilers ***\r\n\r\nThis is actually not so much a review as it is a vehicle for me to express my utter disgust of what was supposed to be a great sequel to what I consider one of the coolest movies ever made. I absolutely loved Kick-Ass. It was fresh, it was original, and in spite of its crude and graphic violence, absolutely hilarious. Its sequel, is nothing short of an abomination.\r\n\r\nFor your convenience, I have comprised a list of Everything Wrong with Kick-Ass 2:\r\n\r\n1. The gore. It\'s not that it was worse than KA1, it\'s that it was very different in tone. Whereas in the first movie – where the violence was equally gut-wrenching – the nature of it all was laugh-out-loud hilarious, mostly because it was executed by a foul-mouthed 12-year-old school girl. KA2 on the other hand, feels more like a snuff movie where good guys and innocent bystanders are brutally slaughtered, just for the hell of it. Which leads me to point number two:\r\n\r\n2. The targets. In the first movie, the whole point was easy: killing bad guys. So, no bad feelings and no conflict of interest. For the second installment, it seems the moral compass has taken a 180 degree turn. Here we have to sit and watch the good guys dropping dead one by one, and it isn\'t the least bit funny. I\'d like to give you a heads-up on the brutal murder of Dave\'s dad, the most innocent good guy of them all. Yeah, I didn\'t see than one coming either.\r\n\r\n3. The bad guys. Good god. Rarely have I seen such an array of dumb, sickeningly stupid villains. Most of the slaughtering and mayhem is done by one block-of-concrete-with-boobs called Mother Russia (what\'s in a name?). Everything about her just makes you sick to your stomach, especially the way she offs her victims. She is part of the main villain\'s gang, and don\'t even get me started on this guy… Remember Red Mist? He was pretty funny in KA1, wasn\'t he. Yeah well, those days are over. After accidentally on purpose killing his own mother (!), he proclaims himself the new great villain of New York, henceforth calling himself The Motherf***er (again, what\'s in a name…). He rallies a group of equally douche baggy cronies. Their mission is to kill Kick-Ass and all who follow him. Their first strike? Killing off the best new character.\r\n\r\n4. Jim Carrey\'s screen time. The poor guy clocks out at exactly 7 minutes and 45 seconds. He plays Colonel Stars and Stripes, and he is by far the best addition to the cast. What\'s remarkable about his performance is that he\'s barely recognizable. His speaking voice is low and brooding, and there\'s not a funny face in sight. Really cool character all around. After waiting for what feels like forever for him to finally appear, guess what; not ten minutes later – gone. Impaled, slaughtered and decapitated by Mother Russia. I\'d like to have a hearty word with the ""screenwriter"" who\'s responsible for this. He needs to go back to school. Here\'s my advice anyway – free of charge: YOU DON\'T KILL OFF THE BEST CHARACTER HALFWAY THROUGH THE MOVIE. Dumbass.\r\n\r\n5. The ""humour"". In KA1, the humour was cheeky, intelligent, and perfect satire. And where it was crude, it was right up at the top, but never really over it. Second time around, we have to make do with projectile vomiting and violent diarrhoea. Really, poop jokes…? Now this is a perfect example of what \'we\' (we meaning – people over 13 with normal intelligence and a healthy sense of humour) call ""rock bottom"". Yes. They go that low. I\'m going to stop here before I start remembering all of the other ""jokes"". \r\n\r\n6. Lack of proper Hit-Girl action. Hit-Girl was always the star of the show. In KA2, she is given a dumb sub-plot where she vows to quit her alter-ego job and become a \'normal\', prissy little cheerleader, competing with other Barbie girls to become popular. I really, really hated this story line. I don\'t even care if it was in the original comics, it sucked. The reason why it sucked the most is because effectively, this means that the essence of Hit-Girl is completely vacant for about 60% of the movie! And that\'s WAY too much time for the most beloved character to mope around apologetically before she finally gets her s**t together roughly 10 minutes before the end of the movie.\r\n\r\n7. Mister Kick-Ass himself. Something went wrong here. I don\'t know if it was the character that was poorly written or Aaron Taylor-Johnson that came up short, but he was very different from the first movie, in which he had a really cute, geeky charm about him. Here, he was inconspicuous and dull, like a bystander in his own story. Or perhaps he was just overshadowed by the abundance of new and reformed characters… In any case, he was barely there to be noticed.\r\n\r\n8. Soundtrack. The score of KA1 was so damn cool, with original, poppy punk music and electro that consistently added something to every scene. Here, I only remember one scene that caught that vibe and it still wasn\'t half as good.\r\n\r\n9. It was seriously offensive. A ""joke"" about rape? Are you kidding me?! And I\'m not talking about some guys hanging around, talking about wanting to \'do\' some girl or whatever. No, I\'m talking about The Motherf***er seriously intending to rape Night Bitch, except he can\'t because he\'s got no wood. Real classy.\r\n\r\nThere are some redeeming points to this otherwise complete crap fest, but honestly, they are so few and far in between they\'re not even worth mentioning. Well, I guess this is what you get for hiring some D-grade nobody to replace Matthew Vaughn. Don\'t waste your time with this garbage.\r\n_(June 2014)_', 'The first Kick Ass movie was a fresh idea and I quite liked that movie. Unfortunately this one seems to have be the creation of someone that believes that a good movie can be made by stacking extreme silliness and vulgarities on top of each other until you reach about a 100 minutes or so.\r\n\r\nMost of the movie is unbelievably silly. The original movie also had plenty of silly moments but they were more there to support the plot and not to build the movie as in this one. The main villain is so contrived and stupid that he is just not funny.\r\n\r\nThe so called “superheroes” are equally ridiculous. The costumes are just awful. Sure, they are supposed to be amateurs but still…\r\n\r\nThe entire movie is pretty much shouldered by Hit-Girl who is the only one who is not absolutely ridiculous. Without her this movie would have been a total turkey. Unfortunately the vulgarity seeking script writer managed to put her up in a overdone and very disgusting puking scene that really dragged down the movie.\r\n\r\nThe scenes with Hit-Girl in them, except the above mentioned one, and the action scenes are where almost all the enjoyment of the movie lies. The rest is either so silly or so disgusting that it is barely watchable.']",1
59860,Monte Carlo,[],0
59861,Larry Crowne,[],0
59917,Cotton Comes to Harlem,"[""A very different but strong angle on the typical Blaxploitation flick. I really enjoyed it. Unfortunately I haven't seen a lot of Ossie Davis' work, either directing (which he does here) or acting (besides 'Bubba Ho-Tep' from late in his career), but it makes me want to check out a lot more. Well worth your trouble to find, worth buying and rewatching, in fact.""]",0
59930,The Inkwell,[],0
59961,Safe House,['fast paced action thriller delivers from beginning to end. great performances from Reynolds and Washington. A tense and thrilling reminder of the great three days of the condor (1975)'],1
59962,This Means War,[],1
59965,Abduction,[],0
59967,Looper,"['movie was a little slow and drawn out.  action was ok but story was little weak.', 'I am normally fairly hesitant concerning time-travel movies because it is next to impossible to get them right. They more or less always become very unrealistic and full of paradoxes. I would almost go as far as to say that producers making serious (non-comedy) time travel movies are the ones that are scientifically too stupid to realise that it is just going to be a mess, or they do not really care about the issues hoping that the audience also will not care.\r\n\r\nThis movie is really proof of this. It is full of paradoxes and annoying “but if this happened now then that couldn’t have happened then and vice versa”. Maybe some people can force themselves overlooking these things but I have some difficulty doing so. I fully agree with the statement that one of the characters in the movie was making: “""This time travel crap, just fries your brain like an egg…"".\r\n\r\nAnyway, trying to pierce through the cloud of time-travel issues and enjoy the movie, it is not a bad movie. Given that it really had no chance of succeeding in the science area, or have a plot which didn’t defy all logic (time travel you know) it does indeed make a valiant try to entertain. It is not one of Bruce Willies standard all-out action-filled roller-coasters. That is not to say that there is no action but there is also plenty of time for trying to actually tell the story in the movie. The movie is actually quite dark and melancholic. The future seems to be fairly dirty, run down and ridden with criminal organisations.\r\n\r\nAs if time-travel itself wasn’t bad enough the story also involves 10% of the population having developed psychic powers. Most of them good for nothing except cheap show tricks like levitating small objects. Most of them…except our future crime lord which of course is found to have super-psychic powers. Also, of course, the kid had to behave like a spoiled brat with anger problems which was somewhat annoying.\r\n\r\nThe ending, which I will not divulge here of course, was not very surprising and left quite a few open questions. On the whole I would say that the movie was entertaining but it is far from going on my top ten list.', 'The plot is full of flaws. Quite like a even worse inception.', ""neither here nor there\r\n\r\nTime travel can be an exciting plot device - if the writers take time to check and get everything right. Unfortunately, with Looper, they did not. Nor did director or producers choose a clear direction what this movie was supposed to be, what its pace and atmosphere should be like. So it turned out to be full of wasted potential. Good ideas, characters, situations, plot elements it all had at some points - but none developed, really. \r\n\r\nThat's more disappointing that if it had had no potential. Wasted opportunities... in a loop.""]",1
59968,Our Idiot Brother,[],0
59981,Legends of Oz: Dorothy's Return,[],0
60243,A Separation,"['Great movie around and simple yet neat story with great characters, script and performances.\r\n\r\nYou can totally believe the story is just happening at your building stairs.']",0
60304,Hansel & Gretel: Witch Hunters,"['Nice fantasy and action movie. Interesting to see again Gemma Arterton and good FX but nothing else to remark.', 'This is a movie which you watch for the action and the special effects and pretty much nothing else. As such it is a excellent movie. The original story of Hansel & Gretel is essentially only used to boot this movie. The movie itself plays out when Hansel & Gretel are adult witch hunters.\r\n\r\nThe movie is pretty much action all the way. It is fairly violent and goory action at that. It is not a movie for the kids. To me this is an advantage. I do not think I would have liked it as much if they had dumbed it down to a standard PG-rated Hollywood creation. I really enjoyed the hard-ass Hansel & Gretel duo kicking witch ass in so many way.\r\n\r\nThe special effects are not bad and the medieval yet kind of modern weaponry that Hansel & Gretel swings around are quite cool looking. Not very believable perhaps but then neither are witches so… The witches themselves are also fairly cool. Especially the witch-gathering near the end of the movie is indeed a grim (ha ha) collection of freaky creatures.\r\n\r\nI was not too thrilled about the idiot law keeper. His utter stupidity bugged me throughout the entire movie. I really whished they would have dragged out the end for him a bit more. Well he did meet a suitable end at least.\r\n\r\nOverall, I enjoyed this movie a lot. If you though this was to be “just” a Hansel & Gretel movie the you are probably going to be disappointed. I knew more or less what I went for so I was just enjoying myself. I was surprised at the level of gore, exploding heads, troll-squished humans etc… but, as I said above, I think it was a good thing that they did let it be done in the way the producer/director obviously intended for it to be made.', '***Kick axx continuation of the sylvan fairy tale about slaying diabolical witches***\r\n\r\nIn Medieval Germany, Hansel & Gretel (Jeremy Renner & Gemma Arterton) are now adults and formidable witch slayers, not to mention considered heroes in the community. When numerous children turn-up missing, they trace the problem to an unholy celebration orchestrated by a grand witch (Famke Janssen). Fetching Pihla Viitala plays a redhead villager accused of witchcraft.\r\n\r\n""Hansel & Gretel: Witch Hunters"" (2013) is a dark fantasy/action/comedy/horror that takes the German fairy tale by the Brothers Grimm and envisions events about twenty years later. Imagine the excellent “Season of the Witch” (2011) meshed with the fantasy elements of the fable and you’d have a good idea of this movie. “Dracula Untold” (2014) and “Snow White and the Huntsman” (2012) are good contemporary associations, but “Hansel & Gretel: Witch Hunters” is noticeably superior.\r\n\r\nThis movie just kicks total axx from beginning to end with Gemma jaw-dropping as the take-no-sheet heroine and Renner rising to the challenge. The witches are ee-vil and worthy of nothing other than immediate slaughter, which is basically the siblings’ modus operandi. There’s a lot of thrilling action and gore, some of it so over-the-top it’s amusing; there’s even a terrible troll. And the movie LOOKs great. If you like dark woodsy adventure and don’t mind fantasy, don’t miss out on this excellent film.   \r\n\r\nThe film is doesn’t overstay its welcome at 1 hour, 28 minutes; and was fittingly shot completely in Germany.\r\n\r\nGRADE: A']",1
60307,Diary of a Wimpy Kid: Rodrick Rules,[],0
